game_id,step,price,quantity,side,timestamp
0,5,0.5350167734588195,50,SELL,2024-01-01 00:05:00
0,6,0.5350167734588195,50,SELL,2024-01-01 00:06:00
0,6,0.5296666057242313,50,BUY,2024-01-01 00:06:00
0,7,0.5350167734588195,50,SELL,2024-01-01 00:07:00
0,7,0.5296666057242313,50,BUY,2024-01-01 00:07:00
0,8,0.5350167734588195,50,SELL,2024-01-01 00:08:00
0,8,0.5296666057242313,50,BUY,2024-01-01 00:08:00
0,9,0.5350167734588195,50,SELL,2024-01-01 00:09:00
0,9,0.5296666057242313,50,BUY,2024-01-01 00:09:00
0,9,0.5349632717814736,50,SELL,2024-01-01 00:09:00
0,10,0.5350167734588195,50,SELL,2024-01-01 00:10:00
0,10,0.5296666057242313,50,BUY,2024-01-01 00:10:00
0,10,0.5349632717814736,50,SELL,2024-01-01 00:10:00
0,11,0.5350167734588195,50,SELL,2024-01-01 00:11:00
0,11,0.5296666057242313,50,BUY,2024-01-01 00:11:00
0,11,0.5349632717814736,50,SELL,2024-01-01 00:11:00
0,12,0.5350167734588195,50,SELL,2024-01-01 00:12:00
0,12,0.5296666057242313,50,BUY,2024-01-01 00:12:00
0,12,0.5349632717814736,50,SELL,2024-01-01 00:12:00
0,12,0.5296136390636589,50,BUY,2024-01-01 00:12:00
0,13,0.5350167734588195,50,SELL,2024-01-01 00:13:00
0,13,0.5296666057242313,50,BUY,2024-01-01 00:13:00
0,13,0.5349632717814736,50,SELL,2024-01-01 00:13:00
0,13,0.5296136390636589,50,BUY,2024-01-01 00:13:00
0,13,0.5296136390636589,50,BUY,2024-01-01 00:13:00
0,13,0.5296136390636589,50,BUY,2024-01-01 00:13:00
0,14,0.5350167734588195,50,SELL,2024-01-01 00:14:00
0,14,0.5296666057242313,50,BUY,2024-01-01 00:14:00
0,14,0.5349632717814736,50,SELL,2024-01-01 00:14:00
0,14,0.5296136390636589,50,BUY,2024-01-01 00:14:00
0,14,0.5296136390636589,50,BUY,2024-01-01 00:14:00
0,14,0.5296136390636589,50,BUY,2024-01-01 00:14:00
0,14,0.5349097754542955,50,SELL,2024-01-01 00:14:00
0,15,0.5350167734588195,50,SELL,2024-01-01 00:15:00
0,15,0.5296666057242313,50,BUY,2024-01-01 00:15:00
0,15,0.5349632717814736,50,SELL,2024-01-01 00:15:00
0,15,0.5296136390636589,50,BUY,2024-01-01 00:15:00
0,15,0.5296136390636589,50,BUY,2024-01-01 00:15:00
0,15,0.5296136390636589,50,BUY,2024-01-01 00:15:00
0,15,0.5349097754542955,50,SELL,2024-01-01 00:15:00
0,16,0.5350167734588195,50,SELL,2024-01-01 00:16:00
0,16,0.5296666057242313,50,BUY,2024-01-01 00:16:00
0,16,0.5349632717814736,50,SELL,2024-01-01 00:16:00
0,16,0.5296136390636589,50,BUY,2024-01-01 00:16:00
0,16,0.5296136390636589,50,BUY,2024-01-01 00:16:00
0,16,0.5296136390636589,50,BUY,2024-01-01 00:16:00
0,16,0.5349097754542955,50,SELL,2024-01-01 00:16:00
0,17,0.5350167734588195,50,SELL,2024-01-01 00:17:00
0,17,0.5296666057242313,50,BUY,2024-01-01 00:17:00
0,17,0.5349632717814736,50,SELL,2024-01-01 00:17:00
